Avg_players;Gain;Peak_Players;Date;Game_Name
7841.13;-522.42;20667;2016-09-01;PAYDAY 2
8363.55;-6136.75;13300;2016-08-01;PAYDAY 2
14500.3;-352.05;34862;2016-07-01;PAYDAY 2
14852.36;7765.67;43415;2016-06-01;PAYDAY 2
7086.68;-4110.22;14320;2016-05-01;PAYDAY 2
11196.9;-459.16;31146;2016-04-01;PAYDAY 2
11656.06;284.74;39426;2016-03-01;PAYDAY 2
11371.32;-4476.37;25887;2016-02-01;PAYDAY 2
15847.69;2758.37;32383;2016-01-01;PAYDAY 2
13089.32;-571.28;28093;2015-12-01;PAYDAY 2
13660.61;-3386.0;39452;2015-11-01;PAYDAY 2
17046.6;5148.5;52376;2015-10-01;PAYDAY 2
11898.11;-4551.91;24367;2015-09-01;PAYDAY 2
16450.02;4131.55;63535;2015-08-01;PAYDAY 2
12318.47;-1354.94;21018;2015-07-01;PAYDAY 2
13673.41;5794.04;33870;2015-06-01;PAYDAY 2
7879.36;-3638.94;13968;2015-05-01;PAYDAY 2
11518.3;-15512.93;27669;2015-04-01;PAYDAY 2
27031.23;18233.41;81105;2015-03-01;PAYDAY 2
8797.82;-5376.9;15942;2015-02-01;PAYDAY 2
14174.72;-1738.42;32516;2015-01-01;PAYDAY 2
15913.14;-3874.48;30874;2014-12-01;PAYDAY 2
19787.63;-2978.44;59664;2014-11-01;PAYDAY 2
22766.07;12909.54;72242;2014-10-01;PAYDAY 2
9856.53;-3721.72;20422;2014-09-01;PAYDAY 2
13578.25;-10137.08;24444;2014-08-01;PAYDAY 2
23715.34;3920.25;57166;2014-07-01;PAYDAY 2
19795.08;13524.21;63749;2014-06-01;PAYDAY 2
6270.88;-1214.67;37936;2014-05-01;PAYDAY 2
7485.55;-2486.07;15132;2014-04-01;PAYDAY 2
9971.62;5038.07;55122;2014-03-01;PAYDAY 2
4933.55;-2157.88;11440;2014-02-01;PAYDAY 2
7091.43;-204.69;16595;2014-01-01;PAYDAY 2
7296.12;1782.46;16216;2013-12-01;PAYDAY 2
5513.66;125.18;15145;2013-11-01;PAYDAY 2
5388.48;-5583.66;11033;2013-10-01;PAYDAY 2
10972.14;-5678.0;26789;2013-09-01;PAYDAY 2
16650.14;16642.65;57346;2013-08-01;PAYDAY 2
7.49;-5.79;29;2013-07-01;PAYDAY 2
13.27;5.69;49;2013-06-01;PAYDAY 2
7.58;3.58;30;2013-05-01;PAYDAY 2
4.0;-0.06;22;2013-04-01;PAYDAY 2
4.06;-1.34;24;2013-03-01;PAYDAY 2
5.4;3.92;24;2013-02-01;PAYDAY 2
1.48;1.48;19;2013-01-01;PAYDAY 2
0.0;0.0;0;2012-12-01;PAYDAY 2
0.0;0.0;0;2012-11-01;PAYDAY 2
0.0;0.0;0;2012-10-01;PAYDAY 2
0.0;0.0;0;2012-09-01;PAYDAY 2
0.0;;0;2012-08-01;PAYDAY 2
39489.46;-8058.66;66133;2021-09-01;ARK: Survival Evolved
47548.12;-8369.54;73618;2021-08-01;ARK: Survival Evolved
55917.67;-18758.82;95701;2021-07-01;ARK: Survival Evolved
74676.49;29257.48;147475;2021-06-01;ARK: Survival Evolved
45419.0;-1259.07;84679;2021-05-01;ARK: Survival Evolved
46678.07;-2642.3;73572;2021-04-01;ARK: Survival Evolved
49320.37;-12465.2;76387;2021-03-01;ARK: Survival Evolved
61785.58;-1374.48;98637;2021-02-01;ARK: Survival Evolved
63160.05;6836.0;92006;2021-01-01;ARK: Survival Evolved
56324.05;-101.54;86471;2020-12-01;ARK: Survival Evolved
56425.6;14665.6;98433;2020-11-01;ARK: Survival Evolved
41760.0;-3480.49;71828;2020-10-01;ARK: Survival Evolved
45240.48;-2530.12;73081;2020-09-01;ARK: Survival Evolved
47770.61;-9393.38;75208;2020-08-01;ARK: Survival Evolved
57163.99;-2271.72;90664;2020-07-01;ARK: Survival Evolved
59435.7;-1482.37;97813;2020-06-01;ARK: Survival Evolved
60918.07;-21173.18;101631;2020-05-01;ARK: Survival Evolved
82091.26;-5647.44;125636;2020-04-01;ARK: Survival Evolved
87738.7;34344.52;157355;2020-03-01;ARK: Survival Evolved
53394.18;7738.33;138648;2020-02-01;ARK: Survival Evolved
45655.85;5182.54;74200;2020-01-01;ARK: Survival Evolved
40473.32;4289.58;66043;2019-12-01;ARK: Survival Evolved
36183.73;4927.5;62857;2019-11-01;ARK: Survival Evolved
31256.23;-2954.59;54069;2019-10-01;ARK: Survival Evolved
34210.82;-8935.94;56829;2019-09-01;ARK: Survival Evolved
43146.76;-4295.79;70047;2019-08-01;ARK: Survival Evolved
47442.55;3910.53;75524;2019-07-01;ARK: Survival Evolved
43532.02;10307.92;83446;2019-06-01;ARK: Survival Evolved
33224.1;596.22;55915;2019-05-01;ARK: Survival Evolved
32627.89;-919.06;54895;2019-04-01;ARK: Survival Evolved
33546.95;1100.23;56169;2019-03-01;ARK: Survival Evolved
32446.72;-3730.98;52697;2019-02-01;ARK: Survival Evolved
36177.7;-6814.44;58388;2019-01-01;ARK: Survival Evolved
42992.14;-8913.91;76351;2018-12-01;ARK: Survival Evolved
51906.05;22568.43;106170;2018-11-01;ARK: Survival Evolved
29337.62;1049.43;49049;2018-10-01;ARK: Survival Evolved
28288.19;-4209.24;49072;2018-09-01;ARK: Survival Evolved
32497.43;-12562.77;50789;2018-08-01;ARK: Survival Evolved
45060.2;3265.71;70823;2018-07-01;ARK: Survival Evolved
41794.49;10390.15;79451;2018-06-01;ARK: Survival Evolved
31404.34;-3013.94;50021;2018-05-01;ARK: Survival Evolved
34418.28;-3890.87;58344;2018-04-01;ARK: Survival Evolved
38309.15;-3646.82;64647;2018-03-01;ARK: Survival Evolved
41955.97;-7062.1;71259;2018-02-01;ARK: Survival Evolved
49018.06;2544.78;86640;2018-01-01;ARK: Survival Evolved
46473.28;12335.49;85894;2017-12-01;ARK: Survival Evolved
34137.79;-3499.03;63378;2017-11-01;ARK: Survival Evolved
37636.82;-6053.33;68570;2017-10-01;ARK: Survival Evolved
43690.15;8842.95;78303;2017-09-01;ARK: Survival Evolved
34847.2;-6964.89;57421;2017-08-01;ARK: Survival Evolved
41812.09;-5268.65;72455;2017-07-01;ARK: Survival Evolved
47080.74;9728.48;76482;2017-06-01;ARK: Survival Evolved
37352.26;-4854.21;66342;2017-05-01;ARK: Survival Evolved
42206.47;1153.5;73857;2017-04-01;ARK: Survival Evolved
41052.97;-12081.74;75022;2017-03-01;ARK: Survival Evolved
53134.72;6693.91;100723;2017-02-01;ARK: Survival Evolved
46440.81;10418.0;76879;2017-01-01;ARK: Survival Evolved
36022.81;4705.99;67651;2016-12-01;ARK: Survival Evolved
31316.81;-1606.21;54698;2016-11-01;ARK: Survival Evolved
32923.02;-4411.81;59524;2016-10-01;ARK: Survival Evolved
37334.83;2124.21;67157;2016-09-01;ARK: Survival Evolved
35210.62;-3857.08;60039;2016-08-01;ARK: Survival Evolved
39067.7;-3319.2;69764;2016-07-01;ARK: Survival Evolved
42386.9;3204.66;71194;2016-06-01;ARK: Survival Evolved
39182.24;3796.61;78089;2016-05-01;ARK: Survival Evolved
35385.63;-278.41;63900;2016-04-01;ARK: Survival Evolved
35664.04;-2083.55;63069;2016-03-01;ARK: Survival Evolved
37747.59;-1306.82;65577;2016-02-01;ARK: Survival Evolved
39054.41;6961.48;67018;2016-01-01;ARK: Survival Evolved
32092.93;-769.51;55946;2015-12-01;ARK: Survival Evolved
32862.44;-5158.43;59880;2015-11-01;ARK: Survival Evolved
38020.88;2522.58;64516;2015-10-01;ARK: Survival Evolved
35498.3;-9558.73;60299;2015-09-01;ARK: Survival Evolved
45057.02;-1707.77;84838;2015-08-01;ARK: Survival Evolved
46764.79;3893.3;74888;2015-07-01;ARK: Survival Evolved
42871.49;42866.21;80162;2015-06-01;ARK: Survival Evolved
5.28;;28;2015-05-01;ARK: Survival Evolved
51390.73;262.68;82776;2021-09-01;Dead by Daylight
51128.06;-11359.69;75217;2021-08-01;Dead by Daylight
62487.74;13719.23;96393;2021-07-01;Dead by Daylight
48768.51;8166.02;105052;2021-06-01;Dead by Daylight
40602.49;2735.3;86430;2021-05-01;Dead by Daylight
37867.2;3701.15;55071;2021-04-01;Dead by Daylight
34166.04;-1182.41;56338;2021-03-01;Dead by Daylight
35348.46;-994.04;52322;2021-02-01;Dead by Daylight
36342.49;710.31;53583;2021-01-01;Dead by Daylight
35632.18;-650.96;54526;2020-12-01;Dead by Daylight
36283.14;2810.21;75075;2020-11-01;Dead by Daylight
33472.92;-6425.43;77347;2020-10-01;Dead by Daylight
39898.35;-249.94;76258;2020-09-01;Dead by Daylight
40148.29;-388.79;58910;2020-08-01;Dead by Daylight
40537.08;57.17;66429;2020-07-01;Dead by Daylight
40479.91;6747.27;77341;2020-06-01;Dead by Daylight
33732.64;1339.98;57799;2020-05-01;Dead by Daylight
32392.67;2045.52;58477;2020-04-01;Dead by Daylight
30347.14;6925.91;51146;2020-03-01;Dead by Daylight
23421.23;-160.92;38942;2020-02-01;Dead by Daylight
23582.15;479.35;44620;2020-01-01;Dead by Daylight
23102.8;-360.58;38177;2019-12-01;Dead by Daylight
23463.37;3079.29;52818;2019-11-01;Dead by Daylight
20384.08;-3074.68;46399;2019-10-01;Dead by Daylight
23458.77;4205.46;49308;2019-09-01;Dead by Daylight
19253.31;150.67;29281;2019-08-01;Dead by Daylight
19102.64;-2403.1;28581;2019-07-01;Dead by Daylight
21505.73;941.08;40782;2019-06-01;Dead by Daylight
20564.66;3604.65;75044;2019-05-01;Dead by Daylight
16960.01;579.26;34038;2019-04-01;Dead by Daylight
16380.76;-2796.03;26669;2019-03-01;Dead by Daylight
19176.79;-2902.28;37289;2019-02-01;Dead by Daylight
22079.07;2356.53;41441;2019-01-01;Dead by Daylight
19722.54;1198.52;38560;2018-12-01;Dead by Daylight
18524.02;-3971.89;40901;2018-11-01;Dead by Daylight
22495.91;606.01;51065;2018-10-01;Dead by Daylight
21889.9;2363.66;62756;2018-09-01;Dead by Daylight
19526.24;-2622.7;36374;2018-08-01;Dead by Daylight
22148.94;2642.76;46865;2018-07-01;Dead by Daylight
19506.18;5712.0;36423;2018-06-01;Dead by Daylight
13794.19;1203.1;36414;2018-05-01;Dead by Daylight
12591.08;-664.94;22439;2018-04-01;Dead by Daylight
13256.02;-3457.44;23707;2018-03-01;Dead by Daylight
16713.46;2087.22;33397;2018-02-01;Dead by Daylight
14626.25;1020.56;33164;2018-01-01;Dead by Daylight
13605.69;-751.1;26850;2017-12-01;Dead by Daylight
14356.79;-526.65;31039;2017-11-01;Dead by Daylight
14883.44;392.81;36343;2017-10-01;Dead by Daylight
14490.63;2128.37;38698;2017-09-01;Dead by Daylight
12362.26;2069.92;27166;2017-08-01;Dead by Daylight
10292.33;335.65;23814;2017-07-01;Dead by Daylight
9956.68;1035.2;22352;2017-06-01;Dead by Daylight
8921.47;505.44;20067;2017-05-01;Dead by Daylight
8416.03;-1138.32;17124;2017-04-01;Dead by Daylight
9554.36;-1783.81;20082;2017-03-01;Dead by Daylight
11338.16;-3788.72;23442;2017-02-01;Dead by Daylight
15126.89;-1913.15;31992;2017-01-01;Dead by Daylight
17040.03;2068.7;42895;2016-12-01;Dead by Daylight
14971.33;2647.33;29783;2016-11-01;Dead by Daylight
12324.01;-537.78;29147;2016-10-01;Dead by Daylight
12861.78;-2970.94;24120;2016-09-01;Dead by Daylight
15832.73;2493.79;42268;2016-08-01;Dead by Daylight
13338.93;2091.16;23743;2016-07-01;Dead by Daylight
11247.77;;18011;2016-06-01;Dead by Daylight
38634.11;7203.65;71565;2021-09-01;Sid Meier's Civilization VI
31430.46;-3794.54;49218;2021-08-01;Sid Meier's Civilization VI
35225.0;5580.48;65677;2021-07-01;Sid Meier's Civilization VI
29644.52;-1304.14;45842;2021-06-01;Sid Meier's Civilization VI
30948.66;-4043.99;49509;2021-05-01;Sid Meier's Civilization VI
34992.65;559.52;59532;2021-04-01;Sid Meier's Civilization VI
34433.13;-7281.99;64220;2021-03-01;Sid Meier's Civilization VI
41715.13;4983.63;68161;2021-02-01;Sid Meier's Civilization VI
36731.49;3914.54;65951;2021-01-01;Sid Meier's Civilization VI
32816.95;-1129.47;55126;2020-12-01;Sid Meier's Civilization VI
33946.42;1452.5;53338;2020-11-01;Sid Meier's Civilization VI
32493.92;1354.84;54203;2020-10-01;Sid Meier's Civilization VI
31139.08;-2571.89;54546;2020-09-01;Sid Meier's Civilization VI
33710.97;-3933.71;53037;2020-08-01;Sid Meier's Civilization VI
37644.69;-2154.36;64392;2020-07-01;Sid Meier's Civilization VI
39799.04;-1993.32;60936;2020-06-01;Sid Meier's Civilization VI
41792.36;-1765.87;76439;2020-05-01;Sid Meier's Civilization VI
43558.23;7723.3;70298;2020-04-01;Sid Meier's Civilization VI
35834.93;5763.98;66455;2020-03-01;Sid Meier's Civilization VI
30070.95;-2674.58;49558;2020-02-01;Sid Meier's Civilization VI
32745.53;3065.72;55195;2020-01-01;Sid Meier's Civilization VI
29679.81;6039.46;51209;2019-12-01;Sid Meier's Civilization VI
23640.35;-1313.73;42632;2019-11-01;Sid Meier's Civilization VI
24954.09;3111.15;44349;2019-10-01;Sid Meier's Civilization VI
21842.94;-902.99;36440;2019-09-01;Sid Meier's Civilization VI
22745.93;-3271.54;35714;2019-08-01;Sid Meier's Civilization VI
26017.47;4154.07;42115;2019-07-01;Sid Meier's Civilization VI
21863.4;-1882.91;38968;2019-06-01;Sid Meier's Civilization VI
23746.31;-528.74;40585;2019-05-01;Sid Meier's Civilization VI
24275.05;-10844.22;43605;2019-04-01;Sid Meier's Civilization VI
35119.27;-6576.34;64714;2019-03-01;Sid Meier's Civilization VI
41695.61;14974.43;93889;2019-02-01;Sid Meier's Civilization VI
26721.18;-35.43;47654;2019-01-01;Sid Meier's Civilization VI
26756.61;6289.73;47729;2018-12-01;Sid Meier's Civilization VI
20466.88;2404.33;44167;2018-11-01;Sid Meier's Civilization VI
18062.55;1244.77;31109;2018-10-01;Sid Meier's Civilization VI
16817.78;213.42;36267;2018-09-01;Sid Meier's Civilization VI
16604.36;-1048.8;27635;2018-08-01;Sid Meier's Civilization VI
17653.15;1157.91;28117;2018-07-01;Sid Meier's Civilization VI
16495.24;-682.83;28232;2018-06-01;Sid Meier's Civilization VI
17178.07;-1280.49;30006;2018-05-01;Sid Meier's Civilization VI
18458.56;-4938.3;31934;2018-04-01;Sid Meier's Civilization VI
23396.86;-9986.38;42674;2018-03-01;Sid Meier's Civilization VI
33383.23;8888.35;79739;2018-02-01;Sid Meier's Civilization VI
24494.88;4338.61;42773;2018-01-01;Sid Meier's Civilization VI
20156.27;3851.41;35057;2017-12-01;Sid Meier's Civilization VI
16304.86;1121.16;28877;2017-11-01;Sid Meier's Civilization VI
15183.7;1124.4;30229;2017-10-01;Sid Meier's Civilization VI
14059.3;-1604.66;25116;2017-09-01;Sid Meier's Civilization VI
15663.95;-726.34;27107;2017-08-01;Sid Meier's Civilization VI
16390.29;1914.55;29988;2017-07-01;Sid Meier's Civilization VI
14475.75;-985.71;26115;2017-06-01;Sid Meier's Civilization VI
15461.46;-996.54;27893;2017-05-01;Sid Meier's Civilization VI
16457.99;-1035.04;29569;2017-04-01;Sid Meier's Civilization VI
17493.03;-1061.33;31826;2017-03-01;Sid Meier's Civilization VI
18554.36;-4243.96;34856;2017-02-01;Sid Meier's Civilization VI
22798.32;-1650.43;44417;2017-01-01;Sid Meier's Civilization VI
24448.75;-15833.81;41959;2016-12-01;Sid Meier's Civilization VI
40282.56;-45651.68;84765;2016-11-01;Sid Meier's Civilization VI
85934.24;;162314;2016-10-01;Sid Meier's Civilization VI
30876.43;19801.91;41962;2021-09-01;MIR4
11074.52;;22147;2021-08-01;MIR4
24874.39;-259.9;33682;2021-09-01;Unturned
25134.29;72.18;34139;2021-08-01;Unturned
25062.11;1198.13;36802;2021-07-01;Unturned
23863.98;379.11;32713;2021-06-01;Unturned
23484.87;1533.44;33759;2021-05-01;Unturned
21951.43;-97.65;30984;2021-04-01;Unturned
22049.08;-1506.85;29638;2021-03-01;Unturned
23555.92;1513.64;50209;2021-02-01;Unturned
22042.28;2856.68;30006;2021-01-01;Unturned
19185.61;-817.29;32524;2020-12-01;Unturned
20002.9;-2258.73;33403;2020-11-01;Unturned
22261.63;4440.67;36561;2020-10-01;Unturned
17820.96;-1901.39;29380;2020-09-01;Unturned
19722.35;2097.84;25994;2020-08-01;Unturned
17624.51;-4440.54;27512;2020-07-01;Unturned
22065.05;230.13;33699;2020-06-01;Unturned
21834.93;-6897.02;35923;2020-05-01;Unturned
28731.95;4933.22;39947;2020-04-01;Unturned
23798.73;4045.67;42396;2020-03-01;Unturned
19753.06;2088.05;33921;2020-02-01;Unturned
17665.01;569.28;34544;2020-01-01;Unturned
17095.73;-219.43;38088;2019-12-01;Unturned
17315.16;1641.61;31714;2019-11-01;Unturned
15673.54;3616.46;47500;2019-10-01;Unturned
12057.08;-1504.65;18809;2019-09-01;Unturned
13561.73;-1515.81;18376;2019-08-01;Unturned
15077.53;2984.85;23751;2019-07-01;Unturned
12092.68;1244.58;17004;2019-06-01;Unturned
10848.11;-387.92;17703;2019-05-01;Unturned
11236.02;-8.74;18742;2019-04-01;Unturned
11244.77;-5107.78;18997;2019-03-01;Unturned
16352.54;-6262.11;30621;2019-02-01;Unturned
22614.65;4451.94;33900;2019-01-01;Unturned
18162.71;4012.41;36913;2018-12-01;Unturned
14150.3;2568.02;24199;2018-11-01;Unturned
11582.28;-225.07;21804;2018-10-01;Unturned
11807.35;-2773.74;20381;2018-09-01;Unturned
14581.09;-84.96;19884;2018-08-01;Unturned
14666.05;747.28;20387;2018-07-01;Unturned
13918.77;3310.58;20832;2018-06-01;Unturned
10608.19;29.53;18483;2018-05-01;Unturned
10578.66;-1451.0;19593;2018-04-01;Unturned
12029.66;-1523.51;23439;2018-03-01;Unturned
13553.17;-2803.65;25783;2018-02-01;Unturned
16356.82;-488.14;30976;2018-01-01;Unturned
16844.96;2001.16;32615;2017-12-01;Unturned
14843.81;-150.21;32111;2017-11-01;Unturned
14994.02;-14.73;31647;2017-10-01;Unturned
15008.75;-5873.72;29124;2017-09-01;Unturned
20882.47;-2681.87;29593;2017-08-01;Unturned
23564.34;4984.76;38020;2017-07-01;Unturned
18579.59;1695.38;29466;2017-06-01;Unturned
16884.21;-1400.48;30764;2017-05-01;Unturned
18284.68;166.93;32278;2017-04-01;Unturned
18117.75;-4033.48;36179;2017-03-01;Unturned
22151.24;1019.93;42677;2017-02-01;Unturned
21131.31;864.59;37434;2017-01-01;Unturned
20266.72;-284.87;37381;2016-12-01;Unturned
20551.59;-2298.46;42720;2016-11-01;Unturned
22850.05;-1103.24;48001;2016-10-01;Unturned
23953.29;-10254.59;50338;2016-09-01;Unturned
34207.88;5468.59;55141;2016-08-01;Unturned
28739.29;4588.32;39683;2016-07-01;Unturned
24150.97;7961.24;38486;2016-06-01;Unturned
16189.73;-760.76;32941;2016-05-01;Unturned
16950.49;-2526.41;34174;2016-04-01;Unturned
19476.9;-1517.01;39345;2016-03-01;Unturned
20993.91;2145.39;40166;2016-02-01;Unturned
18848.51;1587.38;42322;2016-01-01;Unturned
17261.13;2364.32;33157;2015-12-01;Unturned
14896.81;-3599.84;29720;2015-11-01;Unturned
18496.65;1665.35;36178;2015-10-01;Unturned
16831.3;-3141.6;35834;2015-09-01;Unturned
19972.91;2653.38;31354;2015-08-01;Unturned
17319.53;5156.39;27275;2015-07-01;Unturned
12163.14;1913.34;19518;2015-06-01;Unturned
10249.8;-38.56;19261;2015-05-01;Unturned
10288.36;1897.25;19519;2015-04-01;Unturned
8391.11;-1018.64;18889;2015-03-01;Unturned
9409.75;964.57;17570;2015-02-01;Unturned
8445.18;5.78;18529;2015-01-01;Unturned
8439.39;736.14;16702;2014-12-01;Unturned
7703.26;-1207.74;16744;2014-11-01;Unturned
8911.0;-4031.77;20208;2014-10-01;Unturned
12942.77;-16417.64;28228;2014-09-01;Unturned
29360.41;-1433.81;53547;2014-08-01;Unturned
30794.22;30789.89;62450;2014-07-01;Unturned
4.33;;20;2014-06-01;Unturned
25234.37;-4960.93;45520;2021-09-01;Terraria
30195.3;-895.34;42367;2021-08-01;Terraria
31090.64;-597.62;42378;2021-07-01;Terraria
31688.26;-1331.65;49750;2021-06-01;Terraria
33019.91;5021.27;55027;2021-05-01;Terraria
27998.64;-1779.92;44708;2021-04-01;Terraria
29778.55;-7757.2;45035;2021-03-01;Terraria
37535.76;3490.46;55078;2021-02-01;Terraria
34045.3;5187.03;47087;2021-01-01;Terraria
28858.27;-1907.25;43285;2020-12-01;Terraria
30765.52;3940.52;45815;2020-11-01;Terraria
26825.01;5181.65;48712;2020-10-01;Terraria
21643.36;-7004.22;33696;2020-09-01;Terraria
28647.58;-12181.26;40187;2020-08-01;Terraria
40828.84;-34975.04;62269;2020-07-01;Terraria
75803.88;-54004.75;157919;2020-06-01;Terraria
129808.62;78493.53;486918;2020-05-01;Terraria
51315.09;20321.57;72280;2020-04-01;Terraria
30993.52;3182.51;48542;2020-03-01;Terraria
27811.01;-1703.28;42862;2020-02-01;Terraria
29514.3;-6072.84;49672;2020-01-01;Terraria
35587.14;14576.17;57927;2019-12-01;Terraria
21010.96;5861.93;53380;2019-11-01;Terraria
15149.03;-825.25;25955;2019-10-01;Terraria
15974.28;-4467.58;26791;2019-09-01;Terraria
20441.87;-5466.6;27917;2019-08-01;Terraria
25908.47;1883.89;35010;2019-07-01;Terraria
24024.57;3863.75;35123;2019-06-01;Terraria
20160.82;399.98;34594;2019-05-01;Terraria
19760.84;2285.52;35231;2019-04-01;Terraria
17475.32;-2875.15;28659;2019-03-01;Terraria
20350.48;-4298.68;34169;2019-02-01;Terraria
24649.15;6872.72;39437;2019-01-01;Terraria
17776.43;2140.48;31424;2018-12-01;Terraria
15635.95;736.8;28050;2018-11-01;Terraria
14899.15;214.36;26054;2018-10-01;Terraria
14684.79;-3250.37;25303;2018-09-01;Terraria
17935.16;-5144.47;25523;2018-08-01;Terraria
23079.63;2997.49;31403;2018-07-01;Terraria
20082.14;2140.04;30003;2018-06-01;Terraria
17942.1;-49.73;30276;2018-05-01;Terraria
17991.83;108.03;31058;2018-04-01;Terraria
17883.8;-583.25;29904;2018-03-01;Terraria
18467.05;-2220.92;29858;2018-02-01;Terraria
20687.97;1101.92;34396;2018-01-01;Terraria
19586.05;2955.38;33063;2017-12-01;Terraria
16630.67;357.84;29128;2017-11-01;Terraria
16272.83;-16.22;29120;2017-10-01;Terraria
16289.05;-3299.31;27568;2017-09-01;Terraria
19588.36;-3824.73;28218;2017-08-01;Terraria
23413.09;3808.56;31959;2017-07-01;Terraria
19604.53;2496.16;30594;2017-06-01;Terraria
17108.37;109.98;29192;2017-05-01;Terraria
16998.39;2046.54;31152;2017-04-01;Terraria
14951.85;-1451.28;26626;2017-03-01;Terraria
16403.13;-3022.26;27644;2017-02-01;Terraria
19425.38;110.08;34214;2017-01-01;Terraria
19315.3;2169.81;32543;2016-12-01;Terraria
17145.48;3780.94;36926;2016-11-01;Terraria
13364.55;604.44;23776;2016-10-01;Terraria
12760.1;-2329.72;24473;2016-09-01;Terraria
15089.83;-4723.78;22057;2016-08-01;Terraria
19813.61;1004.73;33051;2016-07-01;Terraria
18808.88;4090.75;30486;2016-06-01;Terraria
14718.13;767.12;30112;2016-05-01;Terraria
13951.01;-574.51;25034;2016-04-01;Terraria
14525.52;-1007.86;25409;2016-03-01;Terraria
15533.39;-5391.61;26573;2016-02-01;Terraria
20924.99;1390.62;39425;2016-01-01;Terraria
19534.38;5425.43;37821;2015-12-01;Terraria
14108.95;-1457.5;28867;2015-11-01;Terraria
15566.45;-2100.67;28621;2015-10-01;Terraria
17667.13;-11516.0;33538;2015-09-01;Terraria
29183.13;-42949.46;54486;2015-08-01;Terraria
72132.59;58951.85;149316;2015-07-01;Terraria
13180.73;4622.96;158947;2015-06-01;Terraria
8557.78;502.23;15021;2015-05-01;Terraria
8055.54;-131.54;14185;2015-04-01;Terraria
8187.08;-1298.67;15502;2015-03-01;Terraria
9485.75;-2858.77;16831;2015-02-01;Terraria
12344.52;-1268.12;26016;2015-01-01;Terraria
13612.64;5003.72;27255;2014-12-01;Terraria
8608.92;-442.56;22395;2014-11-01;Terraria
9051.48;-973.97;16597;2014-10-01;Terraria
10025.46;533.81;20721;2014-09-01;Terraria
9491.65;-4530.99;14455;2014-08-01;Terraria
14022.64;317.67;28048;2014-07-01;Terraria
13704.97;2589.03;32249;2014-06-01;Terraria
11115.93;4676.99;26328;2014-05-01;Terraria
6438.95;-774.59;11069;2014-04-01;Terraria
7213.54;-1182.58;14336;2014-03-01;Terraria
8396.13;-2453.46;17002;2014-02-01;Terraria
10849.59;-3262.31;22962;2014-01-01;Terraria
14111.89;-2319.99;27274;2013-12-01;Terraria
16431.88;-24625.22;40370;2013-11-01;Terraria
41057.1;36447.22;97392;2013-10-01;Terraria
4609.88;-308.02;12057;2013-09-01;Terraria
4917.9;-2256.11;8392;2013-08-01;Terraria
7174.02;1097.12;18750;2013-07-01;Terraria
6076.89;-514.28;11339;2013-06-01;Terraria
6591.18;541.06;14305;2013-05-01;Terraria
6050.11;959.07;11856;2013-04-01;Terraria
5091.04;882.77;14259;2013-03-01;Terraria
4208.27;-1817.09;8502;2013-02-01;Terraria
6025.35;1383.28;13303;2013-01-01;Terraria
4642.07;665.93;9119;2012-12-01;Terraria
3976.15;785.12;10799;2012-11-01;Terraria
3191.02;-728.94;6664;2012-10-01;Terraria
3919.96;-796.11;8503;2012-09-01;Terraria
4716.07;-4306.7;8399;2012-08-01;Terraria
9022.77;;16097;2012-07-01;Terraria
25179.81;593.23;43439;2021-09-01;War Thunder
24586.58;1585.16;38188;2021-08-01;War Thunder
23001.42;-1870.04;33676;2021-07-01;War Thunder
24871.47;-670.46;39776;2021-06-01;War Thunder
25541.92;-2308.09;40505;2021-05-01;War Thunder
27850.01;-2173.2;63379;2021-04-01;War Thunder
30023.21;1420.74;54451;2021-03-01;War Thunder
28602.47;1124.78;43065;2021-02-01;War Thunder
27477.69;441.49;39887;2021-01-01;War Thunder
27036.2;-1408.4;49784;2020-12-01;War Thunder
28444.6;7482.61;55865;2020-11-01;War Thunder
20961.98;-249.99;41463;2020-10-01;War Thunder
21211.97;-289.07;35475;2020-09-01;War Thunder
21501.04;2348.62;35019;2020-08-01;War Thunder
19152.43;-1248.22;29402;2020-07-01;War Thunder
20400.64;-2076.35;32424;2020-06-01;War Thunder
22476.99;-2313.17;38871;2020-05-01;War Thunder
24790.16;4469.1;43584;2020-04-01;War Thunder
20321.06;5402.72;35377;2020-03-01;War Thunder
14918.34;1092.94;23963;2020-02-01;War Thunder
13825.4;437.01;21319;2020-01-01;War Thunder
13388.39;973.86;23388;2019-12-01;War Thunder
12414.53;-132.89;21420;2019-11-01;War Thunder
12547.42;-8.0;22713;2019-10-01;War Thunder
12555.42;488.88;22878;2019-09-01;War Thunder
12066.54;1003.51;18688;2019-08-01;War Thunder
11063.03;-611.3;15867;2019-07-01;War Thunder
11674.33;-475.93;17809;2019-06-01;War Thunder
12150.26;-1144.4;20970;2019-05-01;War Thunder
13294.67;-180.66;25719;2019-04-01;War Thunder
13475.33;1360.79;23410;2019-03-01;War Thunder
12114.54;-1305.72;20164;2019-02-01;War Thunder
13420.26;91.89;21094;2019-01-01;War Thunder
13328.36;1077.85;23243;2018-12-01;War Thunder
12250.51;-440.13;23467;2018-11-01;War Thunder
12690.64;749.8;26688;2018-10-01;War Thunder
11940.84;-27.96;22517;2018-09-01;War Thunder
11968.81;441.13;18655;2018-08-01;War Thunder
11527.68;-844.41;17640;2018-07-01;War Thunder
12372.09;831.91;21592;2018-06-01;War Thunder
11540.18;-1643.31;19514;2018-05-01;War Thunder
