Avg_players;Gain;Peak_Players;Date;Game_Name
7802.86;1284.6;12450;2018-07-01;RimWorld
6518.26;220.28;9500;2018-06-01;RimWorld
6297.99;-210.89;9555;2018-05-01;RimWorld
6508.88;284.89;10001;2018-04-01;RimWorld
6223.99;-155.58;9644;2018-03-01;RimWorld
6379.57;-1294.82;10030;2018-02-01;RimWorld
7674.39;-726.06;12072;2018-01-01;RimWorld
8400.45;1368.76;14244;2017-12-01;RimWorld
7031.69;1278.68;14223;2017-11-01;RimWorld
5753.01;15.3;9188;2017-10-01;RimWorld
5737.71;-387.24;9066;2017-09-01;RimWorld
6124.95;-593.73;9167;2017-08-01;RimWorld
6718.67;-614.27;10193;2017-07-01;RimWorld
7332.94;1630.57;12135;2017-06-01;RimWorld
5702.37;359.16;11795;2017-05-01;RimWorld
5343.21;-250.59;8261;2017-04-01;RimWorld
5593.8;-791.51;9027;2017-03-01;RimWorld
6385.31;-1920.64;10340;2017-02-01;RimWorld
8305.95;3165.01;13447;2017-01-01;RimWorld
5140.94;1191.87;11727;2016-12-01;RimWorld
3949.07;-573.06;6218;2016-11-01;RimWorld
4522.13;-1601.03;8604;2016-10-01;RimWorld
6123.16;-1684.69;10259;2016-09-01;RimWorld
7807.85;3107.26;13484;2016-08-01;RimWorld
4700.59;4698.66;14984;2016-07-01;RimWorld
1.93;0.66;6;2016-06-01;RimWorld
1.27;;3;2016-05-01;RimWorld
14932.94;-992.85;28444;2021-09-01;Red Dead Redemption 2
15925.78;-1078.62;26771;2021-08-01;Red Dead Redemption 2
17004.41;4956.95;28222;2021-07-01;Red Dead Redemption 2
12047.46;-271.92;20701;2021-06-01;Red Dead Redemption 2
12319.38;-89.93;23909;2021-05-01;Red Dead Redemption 2
12409.31;-1134.75;24230;2021-04-01;Red Dead Redemption 2
13544.06;-3106.63;26285;2021-03-01;Red Dead Redemption 2
16650.69;-2853.66;27539;2021-02-01;Red Dead Redemption 2
19504.35;2224.35;32225;2021-01-01;Red Dead Redemption 2
17280.0;2813.34;31958;2020-12-01;Red Dead Redemption 2
14466.65;-1622.73;28593;2020-11-01;Red Dead Redemption 2
16089.38;4750.06;31679;2020-10-01;Red Dead Redemption 2
11339.33;-3849.11;24256;2020-09-01;Red Dead Redemption 2
15188.44;1248.59;26223;2020-08-01;Red Dead Redemption 2
13939.85;2284.75;23167;2020-07-01;Red Dead Redemption 2
11655.11;-3569.37;20131;2020-06-01;Red Dead Redemption 2
15224.48;736.18;26618;2020-05-01;Red Dead Redemption 2
14488.3;-1998.43;28754;2020-04-01;Red Dead Redemption 2
16486.73;-7779.24;30022;2020-03-01;Red Dead Redemption 2
24265.98;-851.08;50007;2020-02-01;Red Dead Redemption 2
25117.06;-3509.21;51030;2020-01-01;Red Dead Redemption 2
28626.27;;55269;2019-12-01;Red Dead Redemption 2
18453.27;-848.85;31215;2021-09-01;7 Days to Die
19302.12;64.57;29869;2021-08-01;7 Days to Die
19237.55;242.02;32761;2021-07-01;7 Days to Die
18995.53;-1466.25;33225;2021-06-01;7 Days to Die
20461.78;1210.62;37820;2021-05-01;7 Days to Die
19251.16;3005.73;46402;2021-04-01;7 Days to Die
16245.43;-4282.32;25858;2021-03-01;7 Days to Die
20527.75;-4838.93;31843;2021-02-01;7 Days to Die
25366.69;3925.06;39581;2021-01-01;7 Days to Die
21441.63;-1880.18;35208;2020-12-01;7 Days to Die
23321.81;5405.48;37599;2020-11-01;7 Days to Die
17916.32;-3097.9;33560;2020-10-01;7 Days to Die
21014.22;286.22;33803;2020-09-01;7 Days to Die
20728.01;-3509.9;35748;2020-08-01;7 Days to Die
24237.9;11117.41;38944;2020-07-01;7 Days to Die
13120.49;-3693.5;28205;2020-06-01;7 Days to Die
16813.99;-1456.03;26351;2020-05-01;7 Days to Die
18270.02;162.78;29749;2020-04-01;7 Days to Die
18107.24;1155.18;35936;2020-03-01;7 Days to Die
16952.06;401.51;28339;2020-02-01;7 Days to Die
16550.55;150.39;27981;2020-01-01;7 Days to Die
16400.15;-2922.88;28088;2019-12-01;7 Days to Die
19323.04;5596.26;37024;2019-11-01;7 Days to Die
13726.77;6873.3;31500;2019-10-01;7 Days to Die
6853.48;-1138.27;11571;2019-09-01;7 Days to Die
7991.75;-1036.15;13113;2019-08-01;7 Days to Die
9027.9;665.99;15198;2019-07-01;7 Days to Die
8361.9;884.97;13753;2019-06-01;7 Days to Die
7476.93;331.64;12812;2019-05-01;7 Days to Die
7145.29;-1141.81;12890;2019-04-01;7 Days to Die
8287.09;-1126.27;15385;2019-03-01;7 Days to Die
9413.36;-3973.71;17889;2019-02-01;7 Days to Die
13387.06;-383.31;26707;2019-01-01;7 Days to Die
13770.37;3609.61;28105;2018-12-01;7 Days to Die
10160.76;3713.67;27328;2018-11-01;7 Days to Die
6447.09;466.08;11389;2018-10-01;7 Days to Die
5981.01;-113.4;10157;2018-09-01;7 Days to Die
6094.41;-1003.97;10347;2018-08-01;7 Days to Die
7098.38;476.11;11791;2018-07-01;7 Days to Die
6622.27;-166.61;11482;2018-06-01;7 Days to Die
6788.88;-858.95;11592;2018-05-01;7 Days to Die
7647.83;-581.86;13373;2018-04-01;7 Days to Die
8229.69;-1068.62;14139;2018-03-01;7 Days to Die
9298.31;-1776.91;16430;2018-02-01;7 Days to Die
11075.22;397.51;19408;2018-01-01;7 Days to Die
10677.71;-344.67;18520;2017-12-01;7 Days to Die
11022.38;1668.65;19815;2017-11-01;7 Days to Die
9353.74;-616.18;19601;2017-10-01;7 Days to Die
9969.92;-2357.81;18265;2017-09-01;7 Days to Die
12327.73;-3896.99;22898;2017-08-01;7 Days to Die
16224.72;5337.88;32518;2017-07-01;7 Days to Die
10886.84;3133.38;21867;2017-06-01;7 Days to Die
7753.47;-957.14;12504;2017-05-01;7 Days to Die
8710.61;-3186.08;14524;2017-04-01;7 Days to Die
11896.69;2274.65;24739;2017-03-01;7 Days to Die
9622.03;-3211.87;15902;2017-02-01;7 Days to Die
12833.91;746.77;22977;2017-01-01;7 Days to Die
12087.14;82.54;20330;2016-12-01;7 Days to Die
12004.59;302.58;20597;2016-11-01;7 Days to Die
11702.01;5591.47;22955;2016-10-01;7 Days to Die
6110.54;-254.43;11250;2016-09-01;7 Days to Die
6364.97;-1264.53;10351;2016-08-01;7 Days to Die
7629.5;2553.71;14629;2016-07-01;7 Days to Die
5075.79;-193.38;10487;2016-06-01;7 Days to Die
5269.17;-1884.45;10577;2016-05-01;7 Days to Die
7153.62;2795.52;14539;2016-04-01;7 Days to Die
4358.11;-635.91;13227;2016-03-01;7 Days to Die
4994.01;-2177.75;8460;2016-02-01;7 Days to Die
7171.76;190.74;14620;2016-01-01;7 Days to Die
6981.02;3669.93;16399;2015-12-01;7 Days to Die
3311.09;-98.11;6510;2015-11-01;7 Days to Die
3409.2;-137.97;5625;2015-10-01;7 Days to Die
3547.18;-1186.03;5649;2015-09-01;7 Days to Die
4733.21;-1360.97;9257;2015-08-01;7 Days to Die
6094.17;1542.05;10653;2015-07-01;7 Days to Die
4552.12;-198.11;9270;2015-06-01;7 Days to Die
4750.22;-1842.29;8201;2015-05-01;7 Days to Die
6592.51;3221.36;14763;2015-04-01;7 Days to Die
3371.15;-671.67;6373;2015-03-01;7 Days to Die
4042.83;-2311.42;7931;2015-02-01;7 Days to Die
6354.25;-277.06;12839;2015-01-01;7 Days to Die
6631.31;2659.02;12596;2014-12-01;7 Days to Die
3972.29;585.87;11321;2014-11-01;7 Days to Die
3386.42;-892.75;6817;2014-10-01;7 Days to Die
4279.17;346.28;8638;2014-09-01;7 Days to Die
3932.89;1070.05;9935;2014-08-01;7 Days to Die
2862.84;221.52;5192;2014-07-01;7 Days to Die
2641.32;906.17;8342;2014-06-01;7 Days to Die
1735.15;-142.45;3301;2014-05-01;7 Days to Die
1877.59;-487.78;4299;2014-04-01;7 Days to Die
2365.37;534.2;4710;2014-03-01;7 Days to Die
1831.17;359.46;3970;2014-02-01;7 Days to Die
1471.71;94.04;3010;2014-01-01;7 Days to Die
1377.67;;2722;2013-12-01;7 Days to Die
17256.39;-2010.41;24034;2021-09-01;Black Desert
19266.8;-3316.64;24798;2021-08-01;Black Desert
22583.44;5374.05;33859;2021-07-01;Black Desert
17209.4;336.98;33699;2021-06-01;Black Desert
16872.42;-4126.3;23223;2021-05-01;Black Desert
20998.72;-5583.58;28860;2021-04-01;Black Desert
26582.3;11086.8;40449;2021-03-01;Black Desert
15495.5;-1871.66;31685;2021-02-01;Black Desert
17367.16;3216.49;23806;2021-01-01;Black Desert
14150.67;328.15;22203;2020-12-01;Black Desert
13822.52;-925.06;19142;2020-11-01;Black Desert
14747.58;-1990.91;19307;2020-10-01;Black Desert
16738.5;2236.97;22953;2020-09-01;Black Desert
14501.52;-876.78;18551;2020-08-01;Black Desert
15378.3;-2871.78;19471;2020-07-01;Black Desert
18250.08;-1693.22;24463;2020-06-01;Black Desert
19943.3;-3249.5;25391;2020-05-01;Black Desert
23192.8;-867.57;30086;2020-04-01;Black Desert
24060.37;9027.52;37034;2020-03-01;Black Desert
15032.84;782.37;34298;2020-02-01;Black Desert
14250.47;3408.38;21532;2020-01-01;Black Desert
10842.09;569.73;17228;2019-12-01;Black Desert
10272.36;-54.25;13514;2019-11-01;Black Desert
10326.61;-845.39;13906;2019-10-01;Black Desert
11172.0;-2241.64;14532;2019-09-01;Black Desert
13413.64;1636.06;17810;2019-08-01;Black Desert
11777.58;605.26;15557;2019-07-01;Black Desert
11172.32;-3759.61;14938;2019-06-01;Black Desert
14931.93;2842.09;59917;2019-05-01;Black Desert
12089.84;-1804.01;16260;2019-04-01;Black Desert
13893.85;2053.81;18176;2019-03-01;Black Desert
11840.04;-1823.52;16077;2019-02-01;Black Desert
13663.56;2909.66;17839;2019-01-01;Black Desert
10753.9;61.49;15621;2018-12-01;Black Desert
10692.41;839.87;14965;2018-11-01;Black Desert
9852.53;-2194.67;13437;2018-10-01;Black Desert
12047.2;1167.67;17401;2018-09-01;Black Desert
10879.53;-3284.83;15640;2018-08-01;Black Desert
14164.37;-728.36;18427;2018-07-01;Black Desert
14892.73;926.42;19395;2018-06-01;Black Desert
13966.31;-395.82;18850;2018-05-01;Black Desert
14362.13;-609.77;19144;2018-04-01;Black Desert
14971.9;-1091.87;20136;2018-03-01;Black Desert
16063.77;503.87;22396;2018-02-01;Black Desert
15559.89;3540.27;26187;2018-01-01;Black Desert
12019.62;1916.26;16615;2017-12-01;Black Desert
10103.36;-2539.21;14936;2017-11-01;Black Desert
12642.57;586.74;17399;2017-10-01;Black Desert
12055.83;-1978.16;15704;2017-09-01;Black Desert
14033.99;-5671.27;18372;2017-08-01;Black Desert
19705.27;3192.14;28105;2017-07-01;Black Desert
16513.13;13904.64;26474;2017-06-01;Black Desert
2608.49;;18894;2017-05-01;Black Desert
13482.51;-280.9;22914;2021-09-01;Cities: Skylines
13763.41;-795.96;21520;2021-08-01;Cities: Skylines
14559.37;-645.65;24920;2021-07-01;Cities: Skylines
15205.02;-2557.88;25552;2021-06-01;Cities: Skylines
17762.9;2549.5;39610;2021-05-01;Cities: Skylines
15213.4;-881.75;25993;2021-04-01;Cities: Skylines
16095.14;-1638.08;28678;2021-03-01;Cities: Skylines
17733.22;-600.33;30126;2021-02-01;Cities: Skylines
18333.54;3460.74;33199;2021-01-01;Cities: Skylines
14872.81;229.69;29751;2020-12-01;Cities: Skylines
14643.12;2204.01;30189;2020-11-01;Cities: Skylines
12439.11;-1625.83;20924;2020-10-01;Cities: Skylines
14064.93;-373.34;26363;2020-09-01;Cities: Skylines
14438.28;2304.33;25951;2020-08-01;Cities: Skylines
12133.95;-4.94;19020;2020-07-01;Cities: Skylines
12138.89;-2929.9;21358;2020-06-01;Cities: Skylines
15068.79;-4997.7;25925;2020-05-01;Cities: Skylines
20066.5;3057.55;41674;2020-04-01;Cities: Skylines
17008.95;4781.64;56061;2020-03-01;Cities: Skylines
12227.31;-53.45;20535;2020-02-01;Cities: Skylines
12280.77;544.34;21581;2020-01-01;Cities: Skylines
11736.43;589.55;20120;2019-12-01;Cities: Skylines
11146.88;932.89;23927;2019-11-01;Cities: Skylines
10213.99;849.8;22798;2019-10-01;Cities: Skylines
9364.19;-291.38;16389;2019-09-01;Cities: Skylines
9655.57;-1897.28;15710;2019-08-01;Cities: Skylines
11552.85;442.92;21024;2019-07-01;Cities: Skylines
11109.93;-944.7;18494;2019-06-01;Cities: Skylines
12054.63;861.93;23758;2019-05-01;Cities: Skylines
11192.7;677.56;20503;2019-04-01;Cities: Skylines
10515.14;433.61;24892;2019-03-01;Cities: Skylines
10081.53;-267.09;19479;2019-02-01;Cities: Skylines
10348.62;-469.79;18384;2019-01-01;Cities: Skylines
10818.41;-1066.82;19160;2018-12-01;Cities: Skylines
11885.23;1134.61;23049;2018-11-01;Cities: Skylines
10750.62;420.02;29398;2018-10-01;Cities: Skylines
10330.6;1276.7;22645;2018-09-01;Cities: Skylines
9053.9;377.51;16715;2018-08-01;Cities: Skylines
8676.39;-396.57;14223;2018-07-01;Cities: Skylines
9072.96;5.75;17022;2018-06-01;Cities: Skylines
9067.22;1594.95;23933;2018-05-01;Cities: Skylines
7472.26;-414.41;13622;2018-04-01;Cities: Skylines
7886.68;-1766.75;14708;2018-03-01;Cities: Skylines
9653.42;1344.89;22256;2018-02-01;Cities: Skylines
8308.53;-110.8;14847;2018-01-01;Cities: Skylines
8419.33;279.54;14794;2017-12-01;Cities: Skylines
8139.8;-285.35;15516;2017-11-01;Cities: Skylines
8425.15;1376.32;22277;2017-10-01;Cities: Skylines
7048.83;-1353.84;14069;2017-09-01;Cities: Skylines
8402.67;258.39;20958;2017-08-01;Cities: Skylines
8144.29;-230.09;15135;2017-07-01;Cities: Skylines
8374.38;-220.37;16585;2017-06-01;Cities: Skylines
8594.75;1873.01;24153;2017-05-01;Cities: Skylines
6721.74;859.24;12655;2017-04-01;Cities: Skylines
5862.5;-754.52;11277;2017-03-01;Cities: Skylines
6617.02;-186.89;13601;2017-02-01;Cities: Skylines
6803.91;-1413.54;14153;2017-01-01;Cities: Skylines
8217.45;2412.06;16837;2016-12-01;Cities: Skylines
5805.38;-149.02;13484;2016-11-01;Cities: Skylines
5954.41;-420.0;13438;2016-10-01;Cities: Skylines
6374.41;1569.12;15810;2016-09-01;Cities: Skylines
4805.29;-408.2;8797;2016-08-01;Cities: Skylines
5213.49;-1024.41;10020;2016-07-01;Cities: Skylines
6237.9;1386.43;15212;2016-06-01;Cities: Skylines
4851.47;-586.42;9851;2016-05-01;Cities: Skylines
5437.89;-1194.26;10582;2016-04-01;Cities: Skylines
6632.16;-1881.28;13360;2016-03-01;Cities: Skylines
8513.44;1940.14;27598;2016-02-01;Cities: Skylines
6573.3;1348.72;13946;2016-01-01;Cities: Skylines
5224.57;236.96;12177;2015-12-01;Cities: Skylines
4987.61;-1552.66;11287;2015-11-01;Cities: Skylines
6540.27;1330.52;18437;2015-10-01;Cities: Skylines
5209.75;269.1;16148;2015-09-01;Cities: Skylines
4940.65;26.89;9809;2015-08-01;Cities: Skylines
4913.76;-1380.37;8754;2015-07-01;Cities: Skylines
6294.13;-1107.68;14130;2015-06-01;Cities: Skylines
7401.81;-4310.26;14791;2015-05-01;Cities: Skylines
11712.07;-14472.5;26873;2015-04-01;Cities: Skylines
26184.57;26184.03;57421;2015-03-01;Cities: Skylines
0.55;;5;2014-08-01;Cities: Skylines
16201.97;-732.88;23945;2021-09-01;Sid Meier's Civilization V
16934.85;998.79;25305;2021-08-01;Sid Meier's Civilization V
15936.06;-20.99;22945;2021-07-01;Sid Meier's Civilization V
15957.05;-1320.77;23696;2021-06-01;Sid Meier's Civilization V
17277.82;-495.66;25968;2021-05-01;Sid Meier's Civilization V
17773.48;265.28;27026;2021-04-01;Sid Meier's Civilization V
17508.2;-1112.83;27158;2021-03-01;Sid Meier's Civilization V
18621.03;-1034.23;29459;2021-02-01;Sid Meier's Civilization V
19655.26;502.85;31565;2021-01-01;Sid Meier's Civilization V
19152.42;496.95;30135;2020-12-01;Sid Meier's Civilization V
18655.47;1006.21;28367;2020-11-01;Sid Meier's Civilization V
17649.27;71.15;26851;2020-10-01;Sid Meier's Civilization V
17578.12;-781.9;26250;2020-09-01;Sid Meier's Civilization V
18360.02;122.04;26788;2020-08-01;Sid Meier's Civilization V
18237.97;-1569.84;26766;2020-07-01;Sid Meier's Civilization V
19807.81;-4790.55;31355;2020-06-01;Sid Meier's Civilization V
24598.36;-4668.19;38861;2020-05-01;Sid Meier's Civilization V
29266.54;3245.68;48881;2020-04-01;Sid Meier's Civilization V
26020.86;5651.62;51448;2020-03-01;Sid Meier's Civilization V
20369.25;-272.75;32225;2020-02-01;Sid Meier's Civilization V
20642.0;327.68;32681;2020-01-01;Sid Meier's Civilization V
20314.31;437.83;31810;2019-12-01;Sid Meier's Civilization V
19876.48;439.31;30669;2019-11-01;Sid Meier's Civilization V
19437.17;210.49;30986;2019-10-01;Sid Meier's Civilization V
19226.68;-695.22;30234;2019-09-01;Sid Meier's Civilization V
19921.91;98.36;30817;2019-08-01;Sid Meier's Civilization V
19823.55;-509.23;30404;2019-07-01;Sid Meier's Civilization V
20332.78;-626.73;31057;2019-06-01;Sid Meier's Civilization V
20959.51;-151.47;34109;2019-05-01;Sid Meier's Civilization V
21110.98;-2034.69;34050;2019-04-01;Sid Meier's Civilization V
23145.66;-847.72;39067;2019-03-01;Sid Meier's Civilization V
23993.39;-759.69;39474;2019-02-01;Sid Meier's Civilization V
24753.08;-1246.26;39943;2019-01-01;Sid Meier's Civilization V
25999.34;1157.62;40420;2018-12-01;Sid Meier's Civilization V
24841.72;2082.38;40849;2018-11-01;Sid Meier's Civilization V
22759.35;-336.99;37020;2018-10-01;Sid Meier's Civilization V
23096.34;-200.22;37802;2018-09-01;Sid Meier's Civilization V
23296.55;-1934.22;36625;2018-08-01;Sid Meier's Civilization V
25230.77;1625.46;38489;2018-07-01;Sid Meier's Civilization V
23605.31;326.38;38205;2018-06-01;Sid Meier's Civilization V
23278.93;-1025.41;37341;2018-05-01;Sid Meier's Civilization V
24304.33;-1641.33;41942;2018-04-01;Sid Meier's Civilization V
25945.66;-725.72;44139;2018-03-01;Sid Meier's Civilization V
26671.39;-1698.52;44824;2018-02-01;Sid Meier's Civilization V
28369.91;-98.67;50503;2018-01-01;Sid Meier's Civilization V
28468.57;1786.56;48964;2017-12-01;Sid Meier's Civilization V
26682.02;1931.93;47074;2017-11-01;Sid Meier's Civilization V
24750.09;-16.21;42065;2017-10-01;Sid Meier's Civilization V
24766.3;-1403.98;40656;2017-09-01;Sid Meier's Civilization V
26170.28;-1576.04;41594;2017-08-01;Sid Meier's Civilization V
27746.32;2076.53;44623;2017-07-01;Sid Meier's Civilization V
25669.79;1232.96;44145;2017-06-01;Sid Meier's Civilization V
24436.83;-1232.77;40425;2017-05-01;Sid Meier's Civilization V
25669.6;-528.84;41840;2017-04-01;Sid Meier's Civilization V
26198.44;-503.23;48783;2017-03-01;Sid Meier's Civilization V
26701.68;-2996.01;46403;2017-02-01;Sid Meier's Civilization V
29697.68;341.12;54215;2017-01-01;Sid Meier's Civilization V
29356.56;-972.22;48348;2016-12-01;Sid Meier's Civilization V
30328.79;-9428.25;52910;2016-11-01;Sid Meier's Civilization V
39757.04;2911.15;72026;2016-10-01;Sid Meier's Civilization V
36845.89;-1509.95;67413;2016-09-01;Sid Meier's Civilization V
38355.84;-4970.66;62143;2016-08-01;Sid Meier's Civilization V
43326.5;4801.98;73683;2016-07-01;Sid Meier's Civilization V
38524.52;-2447.19;70936;2016-06-01;Sid Meier's Civilization V
40971.7;6916.41;87959;2016-05-01;Sid Meier's Civilization V
34055.3;-2946.68;59108;2016-04-01;Sid Meier's Civilization V
37001.98;-5422.0;65453;2016-03-01;Sid Meier's Civilization V
42423.98;-182.77;74716;2016-02-01;Sid Meier's Civilization V
42606.75;4264.82;78252;2016-01-01;Sid Meier's Civilization V
38341.93;7359.06;69206;2015-12-01;Sid Meier's Civilization V
30982.87;330.65;58683;2015-11-01;Sid Meier's Civilization V
30652.22;580.39;53106;2015-10-01;Sid Meier's Civilization V
30071.83;-4429.06;52194;2015-09-01;Sid Meier's Civilization V
34500.89;3438.26;60338;2015-08-01;Sid Meier's Civilization V
31062.63;-129.25;51898;2015-07-01;Sid Meier's Civilization V
31191.88;434.11;53711;2015-06-01;Sid Meier's Civilization V
30757.77;231.33;52490;2015-05-01;Sid Meier's Civilization V
30526.44;-4403.12;55583;2015-04-01;Sid Meier's Civilization V
34929.57;1964.47;67160;2015-03-01;Sid Meier's Civilization V
32965.1;-1841.78;59719;2015-02-01;Sid Meier's Civilization V
34806.88;3171.07;62502;2015-01-01;Sid Meier's Civilization V
31635.81;2336.03;58038;2014-12-01;Sid Meier's Civilization V
29299.78;-2253.48;55229;2014-11-01;Sid Meier's Civilization V
31553.26;-2490.09;55493;2014-10-01;Sid Meier's Civilization V
34043.35;-5007.05;66292;2014-09-01;Sid Meier's Civilization V
39050.39;1562.48;80375;2014-08-01;Sid Meier's Civilization V
37487.92;1631.02;65738;2014-07-01;Sid Meier's Civilization V
35856.9;4338.2;71677;2014-06-01;Sid Meier's Civilization V
31518.7;-750.66;56011;2014-05-01;Sid Meier's Civilization V
32269.36;-2227.89;57627;2014-04-01;Sid Meier's Civilization V
34497.24;-3888.49;64115;2014-03-01;Sid Meier's Civilization V
38385.74;-357.1;72416;2014-02-01;Sid Meier's Civilization V
38742.84;1039.86;77825;2014-01-01;Sid Meier's Civilization V
37702.97;8543.24;70367;2013-12-01;Sid Meier's Civilization V
29159.73;-2952.43;54473;2013-11-01;Sid Meier's Civilization V
32112.16;2470.7;63023;2013-10-01;Sid Meier's Civilization V
29641.46;-5001.51;58003;2013-09-01;Sid Meier's Civilization V
34642.97;-6519.4;64123;2013-08-01;Sid Meier's Civilization V
41162.37;14572.76;91020;2013-07-01;Sid Meier's Civilization V
26589.61;5644.36;67729;2013-06-01;Sid Meier's Civilization V
20945.25;-490.86;36679;2013-05-01;Sid Meier's Civilization V
21436.1;-2749.15;39478;2013-04-01;Sid Meier's Civilization V
24185.26;44.16;43780;2013-03-01;Sid Meier's Civilization V
24141.09;-4978.84;44966;2013-02-01;Sid Meier's Civilization V
29119.93;3664.55;58386;2013-01-01;Sid Meier's Civilization V
25455.38;5050.61;50891;2012-12-01;Sid Meier's Civilization V
20404.77;1375.5;39677;2012-11-01;Sid Meier's Civilization V
19029.27;-531.81;35714;2012-10-01;Sid Meier's Civilization V
19561.09;-2724.04;34696;2012-09-01;Sid Meier's Civilization V
22285.13;-5163.33;39110;2012-08-01;Sid Meier's Civilization V
27448.46;;50756;2012-07-01;Sid Meier's Civilization V
17193.62;-1197.2;36865;2021-09-01;Farming Simulator 19
18390.82;1351.08;37393;2021-08-01;Farming Simulator 19
17039.74;1819.79;32422;2021-07-01;Farming Simulator 19
15219.95;-1845.38;31315;2021-06-01;Farming Simulator 19
17065.33;-244.79;34683;2021-05-01;Farming Simulator 19
17310.13;252.64;34536;2021-04-01;Farming Simulator 19
17057.49;-772.55;35327;2021-03-01;Farming Simulator 19
17830.03;-1168.31;36777;2021-02-01;Farming Simulator 19
18998.34;981.63;37332;2021-01-01;Farming Simulator 19
18016.72;-485.77;36707;2020-12-01;Farming Simulator 19
18502.49;1914.48;40136;2020-11-01;Farming Simulator 19
16588.01;2084.41;35323;2020-10-01;Farming Simulator 19
14503.59;-62.06;30938;2020-09-01;Farming Simulator 19
14565.66;390.09;28405;2020-08-01;Farming Simulator 19
14175.57;1173.79;27660;2020-07-01;Farming Simulator 19
13001.78;-1938.4;25980;2020-06-01;Farming Simulator 19
14940.18;-2445.67;30601;2020-05-01;Farming Simulator 19
17385.85;3243.43;34342;2020-04-01;Farming Simulator 19
14142.42;2251.59;33967;2020-03-01;Farming Simulator 19
11890.83;1011.79;25948;2020-02-01;Farming Simulator 19
10879.04;55.33;22350;2020-01-01;Farming Simulator 19
10823.7;-179.89;22425;2019-12-01;Farming Simulator 19
11003.59;417.41;24579;2019-11-01;Farming Simulator 19
10586.18;826.5;24894;2019-10-01;Farming Simulator 19
9759.68;302.2;21072;2019-09-01;Farming Simulator 19
9457.48;645.17;19375;2019-08-01;Farming Simulator 19
8812.31;1257.9;18409;2019-07-01;Farming Simulator 19
7554.42;-274.92;14927;2019-06-01;Farming Simulator 19
7829.33;329.51;16521;2019-05-01;Farming Simulator 19
7499.82;-131.11;16621;2019-04-01;Farming Simulator 19
7630.94;-744.53;16491;2019-03-01;Farming Simulator 19
8375.47;-2115.41;18845;2019-02-01;Farming Simulator 19
10490.88;-4295.41;22991;2019-01-01;Farming Simulator 19
14786.28;-8619.57;39005;2018-12-01;Farming Simulator 19
23405.85;;59234;2018-11-01;Farming Simulator 19
19802.74;-2209.46;32075;2021-09-01;The Elder Scrolls V: Skyrim Special Edition
22012.2;2730.71;37370;2021-08-01;The Elder Scrolls V: Skyrim Special Edition
19281.49;3846.59;28758;2021-07-01;The Elder Scrolls V: Skyrim Special Edition
15434.9;-1599.09;24341;2021-06-01;The Elder Scrolls V: Skyrim Special Edition
17033.98;450.4;27567;2021-05-01;The Elder Scrolls V: Skyrim Special Edition
16583.58;-408.88;26159;2021-04-01;The Elder Scrolls V: Skyrim Special Edition
16992.46;-3160.19;27364;2021-03-01;The Elder Scrolls V: Skyrim Special Edition
20152.65;532.91;31961;2021-02-01;The Elder Scrolls V: Skyrim Special Edition
19619.74;3835.37;34631;2021-01-01;The Elder Scrolls V: Skyrim Special Edition
15784.37;811.3;26658;2020-12-01;The Elder Scrolls V: Skyrim Special Edition
14973.07;338.72;24514;2020-11-01;The Elder Scrolls V: Skyrim Special Edition
14634.35;-1312.59;23284;2020-10-01;The Elder Scrolls V: Skyrim Special Edition
15946.93;-3544.31;24612;2020-09-01;The Elder Scrolls V: Skyrim Special Edition
19491.25;560.54;30978;2020-08-01;The Elder Scrolls V: Skyrim Special Edition
18930.71;1504.97;29916;2020-07-01;The Elder Scrolls V: Skyrim Special Edition
17425.74;660.76;29337;2020-06-01;The Elder Scrolls V: Skyrim Special Edition
16764.98;-1042.78;25892;2020-05-01;The Elder Scrolls V: Skyrim Special Edition
17807.76;2792.68;26917;2020-04-01;The Elder Scrolls V: Skyrim Special Edition
15015.08;314.21;26291;2020-03-01;The Elder Scrolls V: Skyrim Special Edition
14700.87;-1290.95;25303;2020-02-01;The Elder Scrolls V: Skyrim Special Edition
15991.82;2793.0;26377;2020-01-01;The Elder Scrolls V: Skyrim Special Edition
13198.82;2589.68;23687;2019-12-01;The Elder Scrolls V: Skyrim Special Edition
10609.15;187.28;17841;2019-11-01;The Elder Scrolls V: Skyrim Special Edition
10421.86;-366.55;18408;2019-10-01;The Elder Scrolls V: Skyrim Special Edition
10788.42;-2189.17;18680;2019-09-01;The Elder Scrolls V: Skyrim Special Edition
12977.59;82.03;20823;2019-08-01;The Elder Scrolls V: Skyrim Special Edition
12895.56;317.67;22225;2019-07-01;The Elder Scrolls V: Skyrim Special Edition
12577.89;952.59;20020;2019-06-01;The Elder Scrolls V: Skyrim Special Edition
11625.3;-126.23;19843;2019-05-01;The Elder Scrolls V: Skyrim Special Edition
11751.53;297.68;20798;2019-04-01;The Elder Scrolls V: Skyrim Special Edition
11453.85;-858.34;21780;2019-03-01;The Elder Scrolls V: Skyrim Special Edition
12312.19;-273.59;21698;2019-02-01;The Elder Scrolls V: Skyrim Special Edition
12585.78;1127.81;20884;2019-01-01;The Elder Scrolls V: Skyrim Special Edition
11457.97;1366.94;19864;2018-12-01;The Elder Scrolls V: Skyrim Special Edition
10091.03;-272.38;18616;2018-11-01;The Elder Scrolls V: Skyrim Special Edition
10363.41;850.93;18838;2018-10-01;The Elder Scrolls V: Skyrim Special Edition
